"_case_","_event_","min_completion_time"
"BDPD","BILLED","2015/09/28 16:13:49.000"
"BDQD","BILLED","2015/09/11 14:42:12.000"
"BDRD","BILLED","2015/09/04 15:27:01.000"
"BDXD","BILLED","2015/10/21 19:26:51.000"
"BEAE","BILLED","2015/11/06 20:46:26.000"
"BEKE","BILLED","2015/10/16 14:22:18.000"
"BEPD","BILLED","2015/08/15 14:29:39.000"
"BEQD","BILLED","2015/10/08 17:07:43.000"
"BERD","BILLED","2015/10/23 21:28:21.000"
"BFFE","BILLED","2015/12/19 21:55:03.000"
"BFRD","BILLED","2015/11/26 04:09:41.000"
"BFVD","BILLED","2015/10/29 20:50:44.000"
"BFYD","BILLED","2015/09/27 22:33:01.000"
"BGAE","BILLED","2015/11/12 20:40:25.000"
"BGJE","BILLED","2016/01/05 19:46:16.000"
"BGPD","BILLED","2015/09/30 21:29:59.000"
"BGRD","BILLED","2015/09/02 11:31:26.000"
"BGVD","BILLED","2015/08/05 11:33:01.000"
"BGYD","BILLED","2015/10/17 21:27:06.000"
"BHFD","BILLED","2015/09/18 00:51:54.000"
"ASED","BILLED","2015/09/30 15:14:32.000"
"ASGD","BILLED","2015/10/06 13:53:53.000"
"ASHD","BILLED","2015/08/30 16:31:12.000"
"ASOE","BILLED","2015/12/12 23:44:51.000"
"ASPD","BILLED","2015/08/13 11:24:01.000"
"ASSD","BILLED","2015/10/25 14:53:49.000"
"ASWD","BILLED","2015/09/18 01:13:31.000"
"ATAE","BILLED","2015/10/19 23:31:29.000"
"ATDD","BILLED","2015/09/28 12:50:44.000"
"ATDE","BILLED","2015/11/07 19:29:20.000"
"ATFD","BILLED","2015/08/31 13:43:49.000"
"ATGE","BILLED","2016/01/09 01:34:26.000"
"ATHE","BILLED","2015/11/20 22:23:53.000"
"ATMD","BILLED","2015/05/13 11:47:57.000"
"ATND","BILLED","2015/09/25 16:02:58.000"
"ATXD","BILLED","2015/10/18 21:47:16.000"
"AUDE","BILLED","2015/12/11 20:29:55.000"
"AUED","BILLED","2015/10/27 18:30:41.000"
"AUGD","BILLED","2015/09/24 21:29:52.000"
"AUSD","BILLED","2015/11/13 15:09:58.000"
"AUWD","BILLED","2015/09/02 14:50:59.000"
"AVJE","BILLED","2015/12/18 20:33:11.000"
"AVLD","BILLED","2015/08/02 13:24:25.000"
"AVOD","BILLED","2015/08/20 00:12:14.000"
"AVRD","BILLED","2015/11/02 15:28:15.000"
"AVYD","BILLED","2015/09/14 23:44:55.000"
"AVZD","BILLED","2015/11/05 19:26:32.000"
"AWBD","BILLED","2016/01/14 09:32:58.000"
"AWBE","BILLED","2015/12/31 22:12:58.000"
"AWCD","BILLED","2015/10/07 23:48:49.000"
"AWFD","BILLED","2015/10/28 20:58:21.000"
"AWFE","BILLED","2015/11/20 21:40:58.000"
"AWTD","BILLED","2015/11/03 15:50:18.000"
"AXCE","BILLED","2015/11/02 21:52:37.000"
"AXDD","BILLED","2015/08/15 22:29:25.000"
"AXED","BILLED","2015/10/04 15:06:49.000"
"AXFE","BILLED","2015/11/30 05:55:09.000"
"AXGD","BILLED","2015/10/29 20:22:40.000"
"AXHD","BILLED","2015/08/29 14:08:00.000"
"AXLE","BILLED","2015/12/18 19:50:06.000"
"AXND","BILLED","2015/09/02 15:21:01.000"
"AXSD","BILLED","2015/10/11 01:06:58.000"
"AYBD","BILLED","2015/09/05 13:24:56.000"
"AYCE","BILLED","2015/12/07 01:20:19.000"
"AYFE","BILLED","2015/11/23 05:52:48.000"
"AYLD","BILLED","2015/08/15 14:33:10.000"
"AYTD","BILLED","2015/10/04 20:16:09.000"
"AZFE","BILLED","2015/12/19 05:57:47.000"
"AZLD","BILLED","2015/08/29 14:29:10.000"
"AZOD","BILLED","2015/11/28 16:57:02.000"
"AZYD","BILLED","2015/10/08 22:10:44.000"
"BABE","BILLED","2015/12/20 20:35:25.000"
"BADD","BILLED","2015/10/03 13:37:38.000"
"BAGD","BILLED","2015/08/08 13:51:03.000"
"BAQD","BILLED","2015/08/07 14:49:16.000"
"BARD","BILLED","2015/10/22 20:40:28.000"
"BBCE","BILLED","2015/12/22 04:18:52.000"
"BBDD","BILLED","2015/12/01 04:54:50.000"
"BBGD","BILLED","2015/10/04 02:54:08.000"
"BBHD","BILLED","2015/09/06 00:35:28.000"
"BBID","BILLED","2015/08/14 13:36:14.000"
"BBMD","BILLED","2015/09/01 14:29:20.000"
"BBYD","BILLED","2015/09/29 16:55:14.000"
"BBZC","BILLED","2015/03/13 12:29:13.000"
"BCBE","BILLED","2015/11/08 22:37:13.000"
"BCGE","BILLED","2015/12/31 05:46:35.000"
"BCHE","BILLED","2015/10/22 22:02:21.000"
"BCJD","BILLED","2015/10/22 15:35:24.000"
"BDBD","BILLED","2015/10/30 01:51:01.000"
"BDGD","BILLED","2015/08/04 16:32:38.000"
"BDHD","BILLED","2015/09/08 13:57:32.000"
"BDID","BILLED","2015/10/24 15:40:00.000"
"BDYD","BILLED","2015/10/07 22:33:11.000"
"BEHD","BILLED","2015/08/11 13:33:11.000"
"BEID","BILLED","2015/11/02 14:38:54.000"
"BEMD","BILLED","2015/10/01 02:08:32.000"
"BENE","BILLED","2015/11/24 20:44:49.000"
"BFED","BILLED","2015/07/23 22:30:08.000"
"BFEE","BILLED","2016/01/09 20:46:35.000"
"BFLD","BILLED","2015/09/11 16:48:11.000"
"BFSD","BILLED","2015/09/14 01:02:31.000"
"BFWD","BILLED","2015/09/30 20:43:45.000"
"BFZD","BILLED","2016/01/11 09:25:23.000"
"BGBD","BILLED","2015/08/14 12:59:26.000"
"BGED","BILLED","2015/09/15 23:34:01.000"
"BGNE","BILLED","2015/12/11 01:14:43.000"
"BGSD","BILLED","2015/08/09 14:18:20.000"
"BHCD","BILLED","2015/08/22 14:07:37.000"
"BHED","BILLED","2015/08/30 13:39:08.000"
"BHEE","BILLED","2015/10/06 17:12:47.000"
"ARND","BILLED","2015/08/05 13:11:17.000"
"ARSD","BILLED","2015/10/19 00:25:27.000"
"ARYD","BILLED","2015/10/29 21:33:40.000"
"ARZD","BILLED","2015/08/18 23:36:05.000"
"ASDD","BILLED","2015/09/02 16:10:03.000"
"ASID","BILLED","2015/08/05 12:37:42.000"
"ASJD","BILLED","2015/09/12 16:37:24.000"
"ASRD","BILLED","2015/09/12 16:57:31.000"
"ASUD","BILLED","2015/09/10 22:28:03.000"
"ASVD","BILLED","2015/09/09 12:35:48.000"
"ATBE","BILLED","2015/10/29 15:57:51.000"
"ATED","BILLED","2015/08/15 12:44:26.000"
"ATGD","BILLED","2015/09/07 00:38:28.000"
"ATHD","BILLED","2015/09/04 16:05:02.000"
"ATKE","BILLED","2015/11/17 22:44:32.000"
"ATSD","BILLED","2015/10/09 14:08:59.000"
"AUBE","BILLED","2015/12/12 11:54:22.000"
"AUDD","BILLED","2015/10/21 03:00:27.000"
"AUEE","BILLED","2015/10/29 20:40:51.000"
"AUHE","BILLED","2015/12/12 22:20:19.000"
"AUID","BILLED","2015/09/07 13:44:00.000"
"AUKD","BILLED","2015/05/10 01:21:12.000"
"AUOD","BILLED","2015/09/09 00:38:11.000"
"AUQD","BILLED","2015/09/08 14:52:42.000"
"AUXD","BILLED","2015/10/18 22:17:08.000"
"AVAE","BILLED","2015/09/23 00:43:35.000"
"AVFD","BILLED","2015/08/31 13:22:49.000"
"AVTD","BILLED","2015/10/01 21:39:00.000"
"AVYC","BILLED","2015/10/12 01:24:48.000"
"AVZC","BILLED","2015/08/18 11:54:56.000"
"AWGE","BILLED","2015/12/08 22:20:43.000"
"AWHD","BILLED","2015/09/05 13:56:53.000"
"AWMD","BILLED","2015/10/07 19:45:32.000"
"AWND","BILLED","2015/09/05 11:25:26.000"
"AWZD","BILLED","2015/09/12 23:36:24.000"
"AXCD","BILLED","2015/07/23 22:26:11.000"
"AXJD","BILLED","2015/10/02 16:42:04.000"
"AXKD","BILLED","2015/10/04 16:38:49.000"
"AXME","BILLED","2015/11/21 19:44:58.000"
"AXVD","BILLED","2015/11/15 13:21:53.000"
"AYGE","BILLED","2016/01/02 01:33:48.000"
"AYMD","BILLED","2015/09/27 14:58:05.000"
"AYND","BILLED","2015/09/26 14:59:12.000"
"AZGE","BILLED","2016/01/05 01:36:14.000"
"AZMD","BILLED","2015/09/28 14:50:45.000"
"AZWD","BILLED","2015/09/30 22:27:15.000"
"BAAE","BILLED","2015/12/09 20:58:10.000"
"BAJD","BILLED","2015/10/01 16:36:53.000"
"BAKD","BILLED","2015/10/02 16:41:52.000"
"BAMD","BILLED","2015/10/01 16:43:45.000"
"BAYD","BILLED","2015/11/23 21:57:55.000"
"BBAE","BILLED","2015/10/17 21:45:34.000"
"BBDE","BILLED","2015/11/03 01:21:35.000"
"BBGE","BILLED","2015/11/29 20:46:55.000"
"BCAE","BILLED","2015/08/30 00:43:13.000"
"BCDE","BILLED","2015/12/06 21:54:20.000"
"BCJE","BILLED","2015/11/26 21:57:36.000"
"BCKE","BILLED","2016/01/13 21:18:18.000"
"BCQD","BILLED","2015/10/02 22:00:06.000"
"BCRD","BILLED","2015/08/31 15:26:56.000"
"BDDD","BILLED","2015/10/07 16:07:28.000"
"BDEE","BILLED","2015/11/12 19:32:45.000"
"BDJD","BILLED","2015/08/10 14:11:10.000"
"BDKD","BILLED","2015/08/30 16:38:54.000"
"BDLD","BILLED","2015/10/24 15:28:02.000"
"BDSD","BILLED","2015/10/28 15:43:29.000"
"BEAD","BILLED","2015/09/06 23:54:56.000"
"BECE","BILLED","2015/10/10 23:41:11.000"
"BEGD","BILLED","2015/10/30 14:25:59.000"
"BELD","BILLED","2015/08/20 00:25:26.000"
"BESD","BILLED","2015/10/02 21:56:12.000"
"BEWD","BILLED","2015/10/07 16:03:33.000"
"BFBD","BILLED","2015/09/12 00:34:13.000"
"BFBE","BILLED","2015/09/18 14:47:15.000"
"BFCD","BILLED","2015/08/14 13:29:11.000"
"BFGD","BILLED","2015/08/13 13:43:17.000"
"BFHD","BILLED","2015/08/03 14:03:43.000"
"BFHE","BILLED","2015/11/08 22:39:18.000"
"BFID","BILLED","2015/09/05 16:17:51.000"
"BFND","BILLED","2015/10/04 16:57:32.000"
"BFOD","BILLED","2015/09/26 16:43:46.000"
"BGDD","BILLED","2015/08/23 22:28:33.000"
"BGEE","BILLED","2015/11/11 20:31:03.000"
"BGGD","BILLED","2015/09/11 13:31:50.000"
"BGLD","BILLED","2015/10/25 20:37:43.000"
"BGND","BILLED","2015/09/25 19:46:12.000"
"BGWD","BILLED","2015/09/25 22:19:57.000"
"BGZD","BILLED","2015/11/04 16:09:16.000"
"BHDE","BILLED","2015/10/28 20:35:38.000"
"BHGE","BILLED","2015/10/16 23:39:15.000"
"BHKD","BILLED","2015/10/04 19:39:58.000"
"BHPD","BILLED","2015/09/09 14:39:07.000"
"BHUD","BILLED","2015/10/08 16:52:50.000"
"BHXD","BILLED","2015/10/18 23:16:39.000"
"BIBD","BILLED","2015/08/17 23:26:36.000"
"BICD","BILLED","2015/09/12 13:36:49.000"
"BIEE","BILLED","2015/11/15 21:46:02.000"
"BIHD","BILLED","2015/09/04 13:13:20.000"
"BIMD","BILLED","2015/09/03 13:02:23.000"
"BIVD","BILLED","2015/10/05 21:09:25.000"
"BJSD","BILLED","2015/09/25 00:46:14.000"
"BJWD","BILLED","2015/12/05 00:36:29.000"
"BKCD","BILLED","2015/08/20 22:10:54.000"
"BKCE","BILLED","2015/12/23 04:40:22.000"
"BKED","BILLED","2015/08/06 12:10:18.000"
"BKHE","BILLED","2016/01/10 22:21:23.000"
"BKME","BILLED","2015/11/11 20:34:47.000"
"BKSD","BILLED","2015/09/11 16:55:46.000"
"BKWD","BILLED","2015/09/17 15:10:52.000"
"BLED","BILLED","2015/11/07 16:57:31.000"
"BLLD","BILLED","2015/08/29 14:20:18.000"
"BMDD","BILLED","2015/09/24 02:58:12.000"
"BMHD","BILLED","2015/09/27 15:23:07.000"
"BMPD","BILLED","2015/08/28 00:23:18.000"
"BMQD","BILLED","2015/10/27 19:11:13.000"
"BMRD","BILLED","2015/08/04 12:59:35.000"
"BMYD","BILLED","2015/11/06 00:54:22.000"
"BNDD","BILLED","2015/08/21 22:27:34.000"
"BNDE","BILLED","2016/01/06 01:04:12.000"
"BNGD","BILLED","2015/09/06 00:34:03.000"
"BNHD","BILLED","2015/08/03 13:40:59.000"
"BNID","BILLED","2015/09/01 14:11:13.000"
"BNQD","BILLED","2015/08/05 14:51:08.000"
"BNRD","BILLED","2015/08/30 12:55:56.000"
"BNYD","BILLED","2015/08/12 01:05:57.000"
"BOBE","BILLED","2015/09/08 00:43:43.000"
"BOCD","BILLED","2015/02/05 00:41:16.000"
"BOCE","BILLED","2015/10/18 21:07:19.000"
"BOHE","BILLED","2015/11/20 22:22:04.000"
"BOID","BILLED","2015/10/25 14:17:55.000"
"BOMD","BILLED","2015/09/30 12:13:51.000"
"BOYD","BILLED","2015/09/02 00:59:12.000"
"BPJD","BILLED","2015/08/05 13:45:41.000"
"BPKD","BILLED","2015/08/12 14:05:18.000"
"BPKE","BILLED","2016/01/15 19:47:04.000"
"BPRD","BILLED","2015/09/11 22:57:24.000"
"BPYC","BILLED","2015/03/05 23:18:08.000"
"BQCD","BILLED","2015/08/09 13:06:00.000"
"BQEE","BILLED","2015/11/28 18:52:57.000"
"BQHD","BILLED","2015/10/26 00:39:02.000"
"BQLE","BILLED","2015/10/30 00:45:10.000"
"BQMD","BILLED","2015/08/14 14:36:11.000"
"BRAE","BILLED","2015/11/18 19:52:29.000"
"BRLD","BILLED","2015/09/10 14:30:02.000"
"BROD","BILLED","2015/08/30 00:23:45.000"
"BRWD","BILLED","2015/10/02 16:59:00.000"
"BSAD","BILLED","2015/10/29 01:42:43.000"
"BSBE","BILLED","2015/12/06 21:15:00.000"
"BSCE","BILLED","2015/11/02 20:09:54.000"
"BSDD","BILLED","2015/08/21 23:32:38.000"
"BSEE","BILLED","2015/11/23 04:39:13.000"
"BSJD","BILLED","2015/10/31 14:51:05.000"
"BSPD","BILLED","2015/10/07 20:03:59.000"
"BSQD","BILLED","2015/10/04 21:46:58.000"
"BSUD","BILLED","2015/09/15 23:38:46.000"
"BTAE","BILLED","2015/10/16 14:46:46.000"
"BTFD","BILLED","2015/09/10 13:39:51.000"
"BTND","BILLED","2015/08/07 13:29:01.000"
"BTTD","BILLED","2015/10/24 20:17:30.000"
"BTUD","BILLED","2015/11/06 20:53:32.000"
"BUBD","BILLED","2015/12/08 12:10:20.000"
"BUCD","BILLED","2015/08/19 21:44:59.000"
"BUID","BILLED","2015/09/03 13:48:28.000"
"BULE","BILLED","2015/12/04 01:42:09.000"
"BUVD","BILLED","2015/09/07 15:05:06.000"
"BUYD","BILLED","2015/08/13 23:44:57.000"
"BVCD","BILLED","2015/10/21 01:46:24.000"
"BVED","BILLED","2015/11/30 23:44:50.000"
"BVFE","BILLED","2015/11/29 00:08:48.000"
"BVLD","BILLED","2015/09/04 01:27:13.000"
"BWFE","BILLED","2015/12/29 05:57:01.000"
"BWLD","BILLED","2015/08/04 12:47:19.000"
"BWWD","BILLED","2015/09/22 22:14:44.000"
"BWZD","BILLED","2015/08/13 11:16:59.000"
"BXCD","BILLED","2015/10/03 16:03:07.000"
"BXLD","BILLED","2015/09/29 16:05:46.000"
"BXZC","BILLED","2015/04/22 00:48:29.000"
"BYCE","BILLED","2015/11/18 22:38:53.000"
"BYOD","BILLED","2015/09/30 17:03:59.000"
"BYTD","BILLED","2015/11/01 20:14:35.000"
"BHFE","BILLED","2015/11/09 22:13:21.000"
"BHME","BILLED","2015/12/08 22:03:32.000"
"BHQD","BILLED","2015/06/10 00:25:26.000"
"BIBE","BILLED","2015/11/26 22:16:53.000"
"BICE","BILLED","2015/10/28 23:03:07.000"
"BIDD","BILLED","2015/08/15 22:28:40.000"
"BISD","BILLED","2015/09/26 21:58:39.000"
"BIWD","BILLED","2015/10/31 20:57:00.000"
"BIZD","BILLED","2015/11/05 21:16:04.000"
"BJBD","BILLED","2015/02/21 00:36:37.000"
"BJBE","BILLED","2015/09/11 00:06:49.000"
"BJCD","BILLED","2015/10/04 02:54:47.000"
"BJCE","BILLED","2015/11/05 01:16:42.000"
"BJEE","BILLED","2015/11/26 21:46:00.000"
"BJOD","BILLED","2015/10/27 18:55:17.000"
"BJTD","BILLED","2015/08/05 11:32:51.000"
"BJXD","BILLED","2015/09/06 14:03:35.000"
"BJZC","BILLED","2015/04/15 02:29:26.000"
"BKAE","BILLED","2015/11/04 21:27:11.000"
"BKGD","BILLED","2015/09/28 14:47:11.000"
"BKGE","BILLED","2015/12/28 01:30:51.000"
"BKHD","BILLED","2015/10/24 19:31:53.000"
"BKID","BILLED","2015/10/30 18:35:38.000"
"BKOD","BILLED","2015/09/01 14:35:32.000"
"BLCE","BILLED","2015/10/16 14:47:48.000"
"BLDD","BILLED","2015/08/23 22:27:48.000"
"BLID","BILLED","2015/07/24 11:09:17.000"
"BLND","BILLED","2015/09/28 16:00:21.000"
"BLOD","BILLED","2015/08/08 11:20:06.000"
"BLZD","BILLED","2015/12/04 00:31:13.000"
"BMJD","BILLED","2015/09/29 22:02:07.000"
"BOAE","BILLED","2015/10/12 23:28:59.000"
"BODE","BILLED","2015/12/12 00:59:42.000"
"BOGD","BILLED","2015/09/02 10:54:47.000"
"BOHD","BILLED","2015/10/07 16:09:21.000"
"BOND","BILLED","2015/10/30 15:05:11.000"
"BOSD","BILLED","2015/09/14 00:28:11.000"
"BOWD","BILLED","2015/10/28 21:22:23.000"
"BOZD","BILLED","2015/11/06 20:34:39.000"
"BPFD","BILLED","2015/08/29 13:47:40.000"
"BPFE","BILLED","2015/09/01 01:22:11.000"
"BPMD","BILLED","2015/09/12 16:52:59.000"
"BPYD","BILLED","2015/10/30 00:07:16.000"
"BQBE","BILLED","2015/10/28 19:31:00.000"
"BQGD","BILLED","2015/08/13 11:18:14.000"
"BQHE","BILLED","2015/10/26 12:32:13.000"
"BQLD","BILLED","2015/09/04 14:16:32.000"
"BQND","BILLED","2015/08/10 14:31:24.000"
"BQNE","BILLED","2015/12/20 20:49:02.000"
"BQSD","BILLED","2015/09/26 21:13:45.000"
"BQWD","BILLED","2015/10/28 21:13:10.000"
"BQZD","BILLED","2015/10/25 19:50:30.000"
"BRBD","BILLED","2015/11/02 00:43:50.000"
"BRED","BILLED","2015/08/02 13:44:16.000"
"BRFE","BILLED","2015/11/23 21:48:48.000"
"BRTD","BILLED","2015/09/26 16:16:05.000"
"BRUD","BILLED","2015/09/08 23:48:56.000"
"BSAE","BILLED","2015/10/11 23:28:42.000"
"BSDE","BILLED","2016/01/02 01:10:08.000"
"BSFD","BILLED","2015/09/11 13:30:22.000"
"BSHE","BILLED","2015/09/26 00:27:07.000"
"BSMD","BILLED","2015/10/05 16:36:22.000"
"BSRD","BILLED","2015/08/09 14:37:19.000"
"BSVD","BILLED","2015/10/07 16:58:11.000"
"BSYD","BILLED","2015/09/27 22:05:33.000"
"BTQD","BILLED","2015/11/01 19:09:33.000"
"BTRD","BILLED","2015/08/13 01:04:05.000"
"BTXD","BILLED","2015/10/02 22:24:17.000"
"BUAD","BILLED","2015/02/23 23:19:51.000"
"BUBE","BILLED","2015/10/20 23:09:29.000"
"BUDD","BILLED","2015/10/05 01:48:53.000"
"BUGE","BILLED","2015/10/23 21:13:08.000"
"BUHE","BILLED","2016/01/08 22:20:40.000"
"BULD","BILLED","2015/05/15 11:30:15.000"
"BUSD","BILLED","2015/08/30 00:50:14.000"
"BUZD","BILLED","2015/11/10 20:34:05.000"
"BVBE","BILLED","2015/11/21 21:41:30.000"
"BVCE","BILLED","2015/11/07 19:28:43.000"
"BVID","BILLED","2015/11/03 14:24:56.000"
"BVND","BILLED","2015/08/15 11:19:52.000"
"BVWD","BILLED","2015/10/30 15:50:22.000"
"BVZD","BILLED","2015/11/14 22:10:11.000"
"BWBD","BILLED","2015/03/15 03:46:36.000"
"BWBE","BILLED","2015/10/28 22:08:54.000"
"BWHD","BILLED","2015/08/05 14:06:31.000"
"BWUD","BILLED","2015/10/06 16:36:11.000"
"BWXD","BILLED","2015/10/28 20:35:10.000"
"BXCE","BILLED","2015/10/03 22:34:52.000"
"BXDD","BILLED","2015/09/05 13:30:43.000"
"BXND","BILLED","2015/08/02 13:28:03.000"
"BHLD","BILLED","2015/10/25 18:41:59.000"
"BHSD","BILLED","2015/10/22 16:08:25.000"
"BHWD","BILLED","2015/09/01 13:04:47.000"
"BIFD","BILLED","2015/10/02 14:46:26.000"
"BIND","BILLED","2015/10/27 13:51:47.000"
"BITD","BILLED","2015/10/24 16:46:08.000"
"BIZC","BILLED","2015/01/29 19:17:25.000"
"BJAD","BILLED","2015/10/06 15:41:45.000"
"BJDE","BILLED","2015/09/23 22:00:33.000"
"BJGD","BILLED","2015/10/02 16:18:35.000"
"BJGE","BILLED","2015/10/04 21:52:13.000"
"BJHD","BILLED","2015/10/30 16:54:17.000"
"BJHE","BILLED","2015/10/14 12:40:22.000"
"BJIE","BILLED","2015/10/29 22:24:04.000"
"BJPD","BILLED","2015/08/14 11:23:27.000"
"BJPE","BILLED","2015/12/16 22:26:00.000"
"BJRD","BILLED","2015/07/03 22:22:32.000"
"BKJD","BILLED","2015/09/05 14:09:44.000"
"BKJE","BILLED","2015/11/23 21:49:20.000"
"BKKD","BILLED","2015/10/23 21:28:44.000"
"BKXD","BILLED","2015/09/23 22:22:36.000"
"BLAD","BILLED","2015/09/10 00:42:43.000"
"BLDE","BILLED","2015/11/12 20:26:46.000"
"BLGE","BILLED","2015/10/04 14:45:38.000"
"BLIE","BILLED","2015/10/21 21:46:06.000"
"BLJD","BILLED","2015/09/25 01:51:23.000"
"BLPD","BILLED","2015/10/19 10:48:30.000"
"BLTD","BILLED","2015/10/08 15:30:05.000"
"BLXD","BILLED","2015/09/25 22:29:08.000"
"BMLD","BILLED","2015/09/26 16:48:51.000"
"BMND","BILLED","2015/10/01 16:06:38.000"
"BMOD","BILLED","2015/09/11 16:56:56.000"
"BMZD","BILLED","2016/01/14 09:42:15.000"
"BNEE","BILLED","2015/11/25 21:43:18.000"
"BNFD","BILLED","2015/11/04 14:20:27.000"
"BNND","BILLED","2015/10/06 19:48:00.000"
"BNOD","BILLED","2016/01/08 14:39:09.000"
"BNWD","BILLED","2015/10/27 13:44:40.000"
"BNZD","BILLED","2015/10/05 21:45:07.000"
"BOFD","BILLED","2015/10/29 20:41:32.000"
"BOFE","BILLED","2015/10/22 22:14:07.000"
"BOOD","BILLED","2015/08/13 11:29:16.000"
"BOTD","BILLED","2015/10/22 16:29:52.000"
"BOUD","BILLED","2015/10/24 20:19:15.000"
"BPCE","BILLED","2015/11/30 04:35:21.000"
"BPLD","BILLED","2015/12/09 09:27:25.000"
"BPSD","BILLED","2015/09/22 21:51:12.000"
"BPWD","BILLED","2015/11/12 21:53:57.000"
"BQDE","BILLED","2016/01/02 21:54:47.000"
"BQFD","BILLED","2015/10/04 21:58:15.000"
"BQJD","BILLED","2015/04/29 01:09:18.000"
"BQKD","BILLED","2015/08/14 14:24:32.000"
"BQKE","BILLED","2015/11/23 23:26:45.000"
"BQOD","BILLED","2015/09/07 14:48:30.000"
"BQTD","BILLED","2015/10/05 15:08:15.000"
"BRGD","BILLED","2015/12/28 00:11:33.000"
"BRMD","BILLED","2015/08/10 11:15:16.000"
"BRPD","BILLED","2015/08/10 14:51:58.000"
"BRQD","BILLED","2015/09/07 14:05:33.000"
"BRRD","BILLED","2015/09/09 15:13:48.000"
"BRVD","BILLED","2015/10/10 21:46:52.000"
"BRYD","BILLED","2015/10/03 22:04:30.000"
"BSED","BILLED","2015/09/04 13:46:10.000"
"BSKE","BILLED","2016/01/12 22:25:36.000"
"BSWD","BILLED","2015/09/27 01:11:31.000"
"BSZD","BILLED","2015/10/09 21:41:03.000"
"BTGD","BILLED","2015/10/26 13:49:02.000"
"BTHD","BILLED","2015/09/01 13:17:48.000"
"BTLE","BILLED","2015/12/03 22:23:34.000"
"BTMD","BILLED","2015/09/02 14:17:23.000"
"BTVD","BILLED","2015/09/09 00:01:51.000"
"BTYD","BILLED","2015/10/28 00:58:47.000"
"BUAE","BILLED","2015/11/12 19:39:15.000"
"BUFD","BILLED","2015/09/06 13:48:54.000"
"BUND","BILLED","2015/09/07 16:59:38.000"
"BUOD","BILLED","2015/09/28 15:55:07.000"
"BVGE","BILLED","2016/01/04 01:34:33.000"
"BVJD","BILLED","2015/09/06 14:07:49.000"
"BVPD","BILLED","2015/09/02 01:54:50.000"
"BVTD","BILLED","2015/08/14 12:54:55.000"
"BVUD","BILLED","2015/10/08 16:55:18.000"
"BVXD","BILLED","2015/10/29 21:55:51.000"
"BWDD","BILLED","2015/08/11 13:10:51.000"
"BWGE","BILLED","2015/12/24 20:39:28.000"
"BWPD","BILLED","2015/10/02 01:20:40.000"
"BWQD","BILLED","2015/09/12 15:22:08.000"
"BWRD","BILLED","2015/09/15 00:32:53.000"
"BXAE","BILLED","2015/11/19 20:22:56.000"
"BXDE","BILLED","2016/01/09 21:56:18.000"
"BXGE","BILLED","2015/11/29 00:35:00.000"
"BHND","BILLED","2015/08/03 14:40:40.000"
"BHZD","BILLED","2015/11/13 21:04:26.000"
"BIED","BILLED","2015/10/09 16:13:22.000"
"BIFE","BILLED","2015/12/13 21:54:57.000"
"BIME","BILLED","2016/01/02 21:24:11.000"
"BIPD","BILLED","2015/08/30 14:49:02.000"
"BIQD","BILLED","2015/08/27 01:06:51.000"
"BIUD","BILLED","2015/09/14 23:44:24.000"
"BJAE","BILLED","2015/11/08 21:29:45.000"
"BJFD","BILLED","2015/10/01 15:20:17.000"
"BJFE","BILLED","2015/12/14 22:01:26.000"
"BJJD","BILLED","2015/08/31 10:38:47.000"
"BJMD","BILLED","2015/09/26 15:47:31.000"
"BJYD","BILLED","2015/11/27 00:54:50.000"
"BKEE","BILLED","2015/11/21 21:48:27.000"
"BKMD","BILLED","2015/09/11 14:26:30.000"
"BKQD","BILLED","2015/08/30 17:08:48.000"
"BKRD","BILLED","2015/10/25 15:36:01.000"
"BKVD","BILLED","2015/10/01 23:50:36.000"
"BKYD","BILLED","2015/08/30 12:51:02.000"
"BLJE","BILLED","2015/12/07 21:47:52.000"
"BLKE","BILLED","2015/11/21 01:18:30.000"
"BLLE","BILLED","2016/01/07 22:26:02.000"
"BLQD","BILLED","2015/10/26 20:52:28.000"
"BLRD","BILLED","2015/08/20 01:03:22.000"
"BLVD","BILLED","2015/09/25 16:54:19.000"
"BLYD","BILLED","2015/10/21 22:39:15.000"
"BMBD","BILLED","2015/10/28 01:39:52.000"
"BMDE","BILLED","2015/11/04 21:59:01.000"
"BMED","BILLED","2015/09/02 16:13:47.000"
"BMHE","BILLED","2016/01/12 22:11:54.000"
"BMXD","BILLED","2015/10/21 22:30:37.000"
"BNBE","BILLED","2015/11/14 22:16:02.000"
"BNCE","BILLED","2015/10/27 01:20:22.000"
"BNHE","BILLED","2016/01/03 22:23:33.000"
"BNIE","BILLED","2015/12/29 06:00:43.000"
"BNNE","BILLED","2015/12/17 21:59:11.000"
"BOEE","BILLED","2015/11/19 22:15:28.000"
"BOPD","BILLED","2015/09/19 00:25:09.000"
"BORD","BILLED","2015/11/03 15:37:22.000"
"BPCD","BILLED","2015/08/14 21:44:52.000"
"BPGD","BILLED","2015/12/04 21:38:44.000"
"BPGE","BILLED","2015/12/12 22:16:00.000"
"BPHD","BILLED","2015/10/08 13:47:42.000"
"BPHE","BILLED","2015/11/15 22:19:29.000"
"BPID","BILLED","2015/09/30 15:43:12.000"
"BPND","BILLED","2015/12/04 05:20:21.000"
"BPOD","BILLED","2015/08/07 11:23:29.000"
"BPTD","BILLED","2015/10/30 15:35:09.000"
"BPUD","BILLED","2015/10/11 23:55:27.000"
